claim_id,season,plan_name,event_type,plan_base_premium,plan_max_payout,gps_zone_match,claim_velocity_7d,historical_zone_presence,time_since_event_seconds,platform_activity_during_event,claimed_amount,claimed_amount_ratio,prior_rejections_90d,is_fraud
CLM_04379,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.3843,1689,0.9564,2228.22,0.6366,0,0
CLM_04027,festival,premium,Platform Outage,99.0,3500.0,1,1,0.8578,4746,0.5619,2372.86,0.678,1,0
CLM_01604,summer,nano,Heavy Rain,25.0,500.0,1,1,0.7354,2324,0.708,175.51,0.351,0,0
CLM_01118,winter,nano,Heavy Rain,25.0,500.0,1,1,0.8526,7025,0.6807,254.18,0.5084,0,0
CLM_03677,festival,basic,Platform Outage,49.0,1000.0,1,0,0.631,3081,0.5065,543.11,0.5431,0,0
CLM_03490,summer,basic,Heatwave,49.0,1000.0,1,0,0.8793,8242,0.6321,454.18,0.4542,0,0
CLM_04864,summer,premium,Heatwave,99.0,3500.0,0,3,0.0977,542,0.0422,2595.45,0.7416,0,1
CLM_02958,winter,nano,Platform Outage,25.0,500.0,1,1,0.8271,1777,0.6079,139.38,0.2788,0,0
CLM_01994,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.8663,3994,0.9391,349.16,0.3492,0,0
CLM_04955,festival,premium,Platform Outage,99.0,3500.0,0,6,0.2367,20,0.4908,3127.26,0.8935,2,1
CLM_04355,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.8724,1558,0.8187,846.4,0.4232,0,0
CLM_02376,summer,basic,Platform Outage,49.0,1000.0,1,1,0.6087,14551,0.948,181.48,0.1815,0,0
CLM_01342,festival,standard,Poor AQI,79.0,2000.0,1,1,0.7582,7178,0.8646,1286.84,0.6434,0,0
CLM_00320,summer,nano,Platform Outage,25.0,500.0,1,1,0.2853,8016,0.9688,194.53,0.3891,0,0
CLM_01619,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.5224,10780,0.604,760.74,0.3804,0,0
CLM_03713,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.9628,39043,0.7994,448.97,0.449,0,0
CLM_02060,festival,basic,Platform Outage,49.0,1000.0,1,2,0.9002,4936,0.6319,389.53,0.3895,0,0
CLM_02219,summer,premium,Platform Outage,99.0,3500.0,1,1,0.5951,15843,0.8609,1769.3,0.5055,0,0
CLM_01673,summer,standard,Platform Outage,79.0,2000.0,1,1,0.7581,2955,0.6536,1177.05,0.5885,0,0
CLM_00260,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.8772,4528,0.6214,1035.56,0.5178,0,0
CLM_04417,winter,basic,Heavy Rain,49.0,1000.0,1,0,0.8442,6596,0.6713,568.8,0.5688,0,0
CLM_02039,festival,standard,Platform Outage,79.0,2000.0,1,1,0.7942,9427,0.612,449.69,0.2248,0,0
CLM_00901,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.8185,3405,0.6076,1316.39,0.6582,0,0
CLM_03744,winter,basic,Heavy Rain,49.0,1000.0,1,1,0.6415,12604,0.8396,425.84,0.4258,0,0
CLM_02026,monsoon,standard,Heavy Rain,79.0,2000.0,1,2,0.7541,6000,0.5849,909.25,0.4546,0,0
CLM_01917,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6334,776,0.6321,606.15,0.3031,1,0
CLM_01828,festival,nano,Platform Outage,25.0,500.0,1,0,0.7153,480,0.6401,117.43,0.2349,0,0
CLM_01573,festival,standard,Platform Outage,79.0,2000.0,1,1,0.5574,480,0.2988,1225.56,0.6128,0,0
CLM_04394,festival,nano,Heavy Rain,25.0,500.0,1,1,0.9316,6208,0.5941,238.68,0.4774,0,0
CLM_04208,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.5268,4606,0.8301,1657.21,0.4735,0,0
CLM_00224,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.6663,8653,0.5543,284.46,0.2845,0,0
CLM_00723,summer,basic,Heatwave,49.0,1000.0,1,1,0.6591,4364,0.787,189.35,0.1893,0,0
CLM_04485,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.8419,3242,0.8735,221.77,0.2218,0,0
CLM_01141,festival,basic,Poor AQI,49.0,1000.0,1,1,0.657,5279,0.8633,319.55,0.3196,1,0
CLM_02762,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.6063,7157,0.8973,664.0,0.664,0,0
CLM_00846,winter,nano,Platform Outage,25.0,500.0,1,0,0.6962,17708,0.6123,252.01,0.504,0,0
CLM_02551,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.7224,1253,0.5074,481.89,0.4819,0,0
CLM_02928,festival,basic,Platform Outage,49.0,1000.0,1,0,0.6483,1201,0.4344,553.82,0.5538,0,0
CLM_00117,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.835,9057,0.6099,1053.2,0.5266,1,0
CLM_00645,festival,nano,Platform Outage,25.0,500.0,1,1,0.8514,14429,0.5424,136.07,0.2721,0,0
CLM_00003,festival,basic,Platform Outage,49.0,1000.0,1,0,0.9416,12843,0.6463,568.54,0.5685,0,0
CLM_04170,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.8018,7719,0.5486,1160.36,0.5802,1,0
CLM_00467,summer,basic,Heatwave,49.0,1000.0,1,1,0.8007,1297,0.948,599.7,0.5997,0,0
CLM_00005,winter,basic,Poor AQI,49.0,1000.0,0,1,0.7706,480,0.2989,376.6,0.3766,1,0
CLM_00919,festival,premium,Heavy Rain,99.0,3500.0,1,1,0.4843,11043,0.8728,2085.7,0.5959,0,0
CLM_02595,summer,nano,Platform Outage,25.0,500.0,1,1,0.8102,6263,0.7154,203.93,0.4079,0,0
CLM_01063,winter,standard,Poor AQI,79.0,2000.0,1,0,0.6054,2635,0.1421,898.79,0.4494,0,0
CLM_02590,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.6981,480,0.6154,1189.75,0.5949,0,0
CLM_00242,summer,premium,Heatwave,99.0,3500.0,1,1,0.9774,12306,0.5218,1124.8,0.3214,0,0
CLM_01160,summer,premium,Platform Outage,99.0,3500.0,1,1,0.8481,17453,0.3968,1453.76,0.4154,0,0
CLM_02870,festival,premium,Poor AQI,99.0,3500.0,1,0,0.9008,1700,0.9392,1402.71,0.4008,1,0
CLM_03735,monsoon,nano,Heavy Rain,25.0,500.0,1,3,0.6273,16890,0.8225,327.74,0.6555,0,0
CLM_02397,winter,nano,Platform Outage,25.0,500.0,0,1,0.7111,480,0.8972,214.52,0.429,0,0
CLM_03517,festival,nano,Platform Outage,25.0,500.0,1,1,0.8521,1386,0.2801,214.15,0.4283,0,0
CLM_03421,summer,standard,Poor AQI,79.0,2000.0,1,1,0.634,17190,0.785,1028.77,0.5144,0,0
CLM_02563,summer,basic,Poor AQI,49.0,1000.0,1,1,0.6354,1848,0.8354,553.08,0.5531,0,0
CLM_01605,summer,basic,Poor AQI,49.0,1000.0,1,0,0.8756,13803,0.9391,277.97,0.278,0,0
CLM_04828,monsoon,premium,Poor AQI,99.0,3500.0,0,7,0.1043,173,0.3037,3045.2,0.8701,2,1
CLM_02324,festival,basic,Platform Outage,49.0,1000.0,1,1,0.8404,7077,0.7122,264.84,0.2648,0,0
CLM_02709,winter,nano,Platform Outage,25.0,500.0,1,0,0.6518,19170,0.5012,207.47,0.4149,0,0
CLM_04398,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.8228,7409,0.1691,223.97,0.224,0,0
CLM_01312,monsoon,basic,Poor AQI,49.0,1000.0,0,0,0.7829,1319,0.3382,320.66,0.3207,0,0
CLM_03448,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.6573,13718,0.6073,801.01,0.4005,1,0
CLM_03812,festival,basic,Heavy Rain,49.0,1000.0,1,1,0.735,5700,0.3676,195.84,0.1958,0,0
CLM_04655,winter,standard,Poor AQI,79.0,2000.0,0,6,0.0613,25,0.4289,1713.78,0.8569,0,1
CLM_02362,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.6947,4252,0.3308,2055.59,0.5873,0,0
CLM_01975,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7537,39803,0.6477,339.01,0.678,0,0
CLM_03514,festival,basic,Heavy Rain,49.0,1000.0,1,1,0.4288,2640,0.6,363.06,0.3631,0,0
CLM_01761,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.865,1940,0.6664,639.88,0.6399,2,0
CLM_02739,winter,nano,Platform Outage,25.0,500.0,1,1,0.7317,12524,0.3533,91.37,0.1827,0,0
CLM_04844,monsoon,basic,Heavy Rain,49.0,1000.0,0,5,0.5676,36,0.1344,812.77,0.8128,1,1
CLM_02472,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.7731,11632,0.6636,836.16,0.2389,0,0
CLM_04007,monsoon,premium,Heavy Rain,99.0,3500.0,1,1,0.731,23214,0.6189,1302.72,0.3722,0,0
CLM_01493,winter,standard,Heatwave,79.0,2000.0,1,0,0.7636,7816,0.8503,376.07,0.188,1,0
CLM_04206,festival,standard,Platform Outage,79.0,2000.0,1,2,0.7175,1157,0.2744,920.03,0.46,2,0
CLM_02158,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.8594,10848,0.5215,280.81,0.2808,0,0
CLM_01169,winter,basic,Platform Outage,49.0,1000.0,1,1,0.7313,2579,0.5343,615.36,0.6154,0,0
CLM_04516,summer,premium,Platform Outage,99.0,3500.0,0,7,0.1369,276,0.2265,3307.15,0.9449,3,1
CLM_00232,summer,premium,Platform Outage,99.0,3500.0,1,1,0.8701,1169,0.6938,1892.72,0.5408,0,0
CLM_00066,winter,standard,Platform Outage,79.0,2000.0,1,2,0.7737,546,0.5828,1265.66,0.6328,0,0
CLM_01603,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.7172,3442,0.4125,1050.3,0.5252,0,0
CLM_03283,festival,nano,Heavy Rain,25.0,500.0,1,1,0.4811,10707,0.623,289.25,0.5785,0,0
CLM_03596,summer,nano,Heavy Rain,25.0,500.0,1,1,0.6019,2814,0.9497,238.5,0.477,1,0
CLM_00125,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.9375,11387,0.6308,374.13,0.3741,0,0
CLM_01296,summer,basic,Platform Outage,49.0,1000.0,0,2,0.9438,9441,0.3953,559.57,0.5596,0,0
CLM_01976,festival,standard,Platform Outage,79.0,2000.0,1,1,0.6215,480,0.7493,715.9,0.3579,0,0
CLM_04517,monsoon,premium,Heavy Rain,99.0,3500.0,0,5,0.4425,50,0.3475,2728.21,0.7795,2,1
CLM_04481,festival,premium,Platform Outage,99.0,3500.0,1,1,0.7589,10893,0.8425,2139.42,0.6113,0,0
CLM_02075,winter,basic,Poor AQI,49.0,1000.0,1,0,0.7019,9275,0.8659,268.49,0.2685,0,0
CLM_03086,summer,nano,Heavy Rain,25.0,500.0,1,1,0.8407,8610,0.8886,177.76,0.3555,0,0
CLM_04345,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.688,851,0.9317,561.78,0.2809,0,0
CLM_03345,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.4915,13479,0.9786,306.89,0.6138,0,0
CLM_04464,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.7564,17895,0.5978,563.18,0.2816,0,0
CLM_02797,summer,premium,Heatwave,99.0,3500.0,1,0,0.8531,7073,0.9752,1357.58,0.3879,0,0
CLM_00918,winter,basic,Heavy Rain,49.0,1000.0,1,0,0.7087,480,0.3241,347.93,0.3479,0,0
CLM_01646,festival,basic,Platform Outage,49.0,1000.0,1,1,0.7648,7930,0.9007,387.04,0.387,0,0
CLM_00364,summer,premium,Poor AQI,99.0,3500.0,1,2,0.846,26590,0.8008,860.36,0.2458,0,0
CLM_03287,festival,basic,Platform Outage,49.0,1000.0,1,1,0.8082,20318,0.6208,492.58,0.4926,0,0
CLM_02125,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.9304,2838,0.232,257.98,0.258,0,0
CLM_04123,summer,premium,Heatwave,99.0,3500.0,1,0,0.6949,38587,0.7635,2076.48,0.5933,0,0
CLM_00525,festival,nano,Platform Outage,25.0,500.0,1,0,0.9409,2954,0.8546,193.7,0.3874,0,0
CLM_00055,festival,premium,Platform Outage,99.0,3500.0,1,0,0.8774,1325,0.7814,1262.45,0.3607,0,0
CLM_00638,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.5348,480,0.8047,473.88,0.4739,1,0
CLM_00302,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.8992,10432,0.6375,245.47,0.2455,0,0
CLM_02766,monsoon,basic,Platform Outage,49.0,1000.0,1,2,0.508,2616,0.91,600.73,0.6007,0,0
CLM_01276,festival,premium,Platform Outage,99.0,3500.0,1,0,0.7078,2967,0.2972,1176.43,0.3361,0,0
CLM_02055,winter,premium,Heavy Rain,99.0,3500.0,1,4,0.8436,16971,0.9112,1610.19,0.4601,0,0
CLM_03644,festival,standard,Poor AQI,79.0,2000.0,1,0,0.6507,11714,0.5007,655.62,0.3278,0,0
CLM_04143,winter,nano,Platform Outage,25.0,500.0,0,0,0.8026,1731,0.2565,172.5,0.345,0,0
CLM_02878,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.3657,3923,0.5903,800.65,0.4003,0,0
CLM_04202,winter,nano,Heavy Rain,25.0,500.0,1,1,0.6346,3728,0.5406,282.55,0.5651,0,0
CLM_02286,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.8757,6325,0.4705,278.51,0.557,0,0
CLM_02261,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.9545,22416,0.8165,1260.17,0.36,0,0
CLM_02296,festival,basic,Poor AQI,49.0,1000.0,1,2,0.801,6987,0.7817,643.21,0.6432,0,0
CLM_01753,winter,nano,Heavy Rain,25.0,500.0,0,2,0.8421,9333,0.5869,255.67,0.5113,1,0
CLM_01968,winter,basic,Heatwave,49.0,1000.0,1,0,0.4419,20738,0.8801,304.06,0.3041,0,0
CLM_04351,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.6485,4199,0.5149,1187.11,0.5936,0,0
CLM_03117,winter,nano,Platform Outage,25.0,500.0,1,1,0.9748,7086,0.7657,251.2,0.5024,0,0
CLM_02393,summer,nano,Heavy Rain,25.0,500.0,1,0,0.5155,1753,0.897,224.13,0.4483,0,0
CLM_00523,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.5169,3195,0.8533,233.65,0.4673,0,0
CLM_03900,festival,standard,Platform Outage,79.0,2000.0,1,0,0.1992,7033,0.7766,1053.26,0.5266,0,0
CLM_03122,summer,standard,Heatwave,79.0,2000.0,1,0,0.4934,4254,0.9146,990.54,0.4953,0,0
CLM_04156,festival,premium,Poor AQI,99.0,3500.0,1,0,0.7064,480,0.8751,1972.58,0.5636,0,0
CLM_01969,festival,basic,Platform Outage,49.0,1000.0,1,0,0.4346,1606,0.3872,626.85,0.6269,0,0
CLM_00671,festival,basic,Platform Outage,49.0,1000.0,1,1,0.667,16347,0.945,187.91,0.1879,0,0
CLM_04188,summer,standard,Poor AQI,79.0,2000.0,1,0,0.8118,3292,0.7418,380.27,0.1901,0,0
CLM_00666,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.3795,5800,0.9719,215.72,0.4314,0,0
CLM_04338,summer,basic,Heatwave,49.0,1000.0,1,1,0.4882,10308,0.3321,607.3,0.6073,0,0
CLM_01887,winter,premium,Platform Outage,99.0,3500.0,1,0,0.8167,12083,0.7865,2113.87,0.604,0,0
CLM_03266,summer,basic,Poor AQI,49.0,1000.0,0,0,0.6825,1406,0.8041,675.46,0.6755,0,0
CLM_00280,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.9095,480,0.4049,502.07,0.5021,0,0
CLM_01719,summer,basic,Poor AQI,49.0,1000.0,1,0,0.6573,480,0.9053,618.8,0.6188,1,0
CLM_02947,monsoon,basic,Heavy Rain,49.0,1000.0,0,1,0.7363,4928,0.4733,275.95,0.2759,0,0
CLM_00899,monsoon,nano,Heavy Rain,25.0,500.0,1,3,0.7891,3231,0.5928,180.03,0.3601,0,0
CLM_04850,monsoon,basic,Heavy Rain,49.0,1000.0,0,7,0.3537,196,0.095,759.22,0.7592,0,1
CLM_00760,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.7841,480,0.528,711.2,0.3556,0,0
CLM_01906,festival,standard,Platform Outage,79.0,2000.0,0,0,0.7811,10929,0.8243,868.59,0.4343,0,0
CLM_04042,festival,nano,Heavy Rain,25.0,500.0,1,4,0.7532,2280,0.8573,295.97,0.5919,0,0
CLM_03823,summer,basic,Heatwave,49.0,1000.0,1,1,0.883,2078,0.4662,332.33,0.3323,0,0
CLM_04138,festival,standard,Platform Outage,79.0,2000.0,1,1,0.9247,9571,0.5565,495.7,0.2478,0,0
CLM_03818,summer,basic,Heatwave,49.0,1000.0,1,0,0.9297,12215,0.3413,529.89,0.5299,0,0
CLM_04300,monsoon,standard,Poor AQI,79.0,2000.0,1,2,0.6612,10168,0.6229,565.69,0.2828,0,0
CLM_02593,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.6795,929,0.9018,1146.09,0.573,0,0
CLM_04164,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.8391,480,0.7791,294.34,0.5887,1,0
CLM_03031,festival,basic,Heavy Rain,49.0,1000.0,0,0,0.9602,889,0.6702,369.75,0.3698,0,0
CLM_03579,monsoon,premium,Poor AQI,99.0,3500.0,1,1,0.5401,480,0.829,770.79,0.2202,0,0
CLM_02832,summer,standard,Platform Outage,79.0,2000.0,1,1,0.8319,10240,0.5496,1286.58,0.6433,0,0
CLM_03472,winter,nano,Heavy Rain,25.0,500.0,1,1,0.9311,8633,0.8504,279.78,0.5596,0,0
CLM_00137,winter,basic,Heavy Rain,49.0,1000.0,1,0,0.6626,31293,0.5562,350.89,0.3509,0,0
CLM_02180,summer,nano,Platform Outage,25.0,500.0,1,0,0.9811,15349,0.3475,200.29,0.4006,0,0
CLM_02128,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.6432,4734,0.8267,204.5,0.409,0,0
CLM_03177,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.9703,23015,0.6171,380.15,0.3801,0,0
CLM_04367,winter,basic,Platform Outage,49.0,1000.0,1,1,0.5788,9079,0.7367,558.37,0.5584,2,0
CLM_04261,summer,standard,Poor AQI,79.0,2000.0,1,0,0.5304,5873,0.5532,730.32,0.3652,0,0
CLM_04344,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.5538,13148,0.8692,1076.3,0.5382,0,0
CLM_01331,summer,basic,Poor AQI,49.0,1000.0,1,1,0.7454,1885,0.7513,367.09,0.3671,0,0
CLM_02017,festival,basic,Poor AQI,49.0,1000.0,1,1,0.8111,480,0.7805,444.62,0.4446,0,0
CLM_02482,winter,nano,Platform Outage,25.0,500.0,1,0,0.4781,11575,0.861,158.21,0.3164,0,0
CLM_01358,winter,basic,Heatwave,49.0,1000.0,1,1,0.9264,480,0.2241,559.6,0.5596,1,0
CLM_01329,monsoon,standard,Heavy Rain,79.0,2000.0,1,2,0.5213,5980,0.7503,960.17,0.4801,0,0
CLM_02150,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.8967,3999,0.6703,221.78,0.4436,0,0
CLM_02122,winter,basic,Poor AQI,49.0,1000.0,1,0,0.6799,2500,0.7991,282.37,0.2824,0,0
CLM_03981,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.6482,3533,0.8231,423.43,0.4234,0,0
CLM_01252,festival,nano,Heavy Rain,25.0,500.0,1,0,0.8693,7789,0.5476,290.78,0.5816,1,0
CLM_03278,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.5835,1926,0.6592,586.83,0.2934,0,0
CLM_03374,winter,premium,Poor AQI,99.0,3500.0,1,0,0.395,9129,0.9223,2322.03,0.6634,1,0
CLM_02814,festival,basic,Poor AQI,49.0,1000.0,1,0,0.7621,4916,0.5415,389.56,0.3896,1,0
CLM_01848,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.7535,12190,0.8076,357.2,0.3572,0,0
CLM_03037,summer,premium,Heatwave,99.0,3500.0,1,1,0.6098,4852,0.8555,2349.56,0.6713,0,0
CLM_00388,summer,nano,Platform Outage,25.0,500.0,1,2,0.7725,3277,0.4303,149.06,0.2981,1,0
CLM_00235,festival,nano,Heavy Rain,25.0,500.0,1,0,0.7622,23145,0.6624,320.38,0.6408,0,0
CLM_01077,summer,nano,Heavy Rain,25.0,500.0,1,1,0.7956,2999,0.6021,255.27,0.5105,1,0
CLM_01984,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.5747,3516,0.3672,469.2,0.4692,2,0
CLM_04363,summer,standard,Heatwave,79.0,2000.0,1,1,0.7903,4445,0.8461,608.36,0.3042,0,0
CLM_03962,festival,nano,Platform Outage,25.0,500.0,0,1,0.8123,8164,0.9868,265.18,0.5304,0,0
CLM_00770,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.875,8631,0.7668,325.49,0.651,0,0
CLM_02165,monsoon,nano,Platform Outage,25.0,500.0,1,2,0.7342,2309,0.9492,145.74,0.2915,0,0
CLM_00673,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.4404,28528,0.7506,1257.33,0.3592,0,0
CLM_00249,winter,nano,Heavy Rain,25.0,500.0,1,0,0.6333,1505,0.6296,203.86,0.4077,0,0
CLM_01574,summer,standard,Heatwave,79.0,2000.0,1,1,0.6458,5831,0.7868,417.9,0.2089,1,0
CLM_03419,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.8697,2514,0.4572,143.06,0.2861,0,0
CLM_02081,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.5531,3883,0.498,894.79,0.4474,1,0
CLM_01823,summer,basic,Heatwave,49.0,1000.0,1,1,0.6611,1254,0.8898,370.68,0.3707,1,0
CLM_00716,winter,standard,Heavy Rain,79.0,2000.0,1,3,0.6625,730,0.6742,423.47,0.2117,0,0
CLM_04668,summer,premium,Heatwave,99.0,3500.0,1,5,0.1336,872,0.0824,3480.03,0.9943,1,1
CLM_02048,festival,nano,Platform Outage,25.0,500.0,1,0,0.7961,3025,0.7564,152.53,0.3051,0,0
CLM_04178,winter,premium,Platform Outage,99.0,3500.0,1,0,0.9264,12733,0.8682,1500.98,0.4289,0,0
CLM_02724,winter,standard,Poor AQI,79.0,2000.0,1,1,0.7755,16360,0.8029,994.9,0.4975,0,0
CLM_04521,summer,premium,Poor AQI,99.0,3500.0,0,3,0.084,271,0.4003,3463.21,0.9895,3,1
CLM_01460,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.3656,5353,0.7053,458.73,0.4587,0,0
CLM_01668,festival,standard,Platform Outage,79.0,2000.0,1,1,0.5335,8593,0.8535,719.94,0.36,0,0
CLM_02756,festival,basic,Heavy Rain,49.0,1000.0,0,0,0.8825,7058,0.8367,299.79,0.2998,0,0
CLM_02000,winter,basic,Poor AQI,49.0,1000.0,1,2,0.6907,9149,0.9682,422.73,0.4227,0,0
CLM_00404,winter,basic,Heatwave,49.0,1000.0,1,0,0.5191,12265,0.5588,190.34,0.1903,0,0
CLM_00384,summer,basic,Heatwave,49.0,1000.0,1,2,0.7369,25072,0.3216,572.18,0.5722,0,0
CLM_04535,summer,standard,Platform Outage,79.0,2000.0,0,5,0.5804,124,0.0132,1932.9,0.9665,3,1
CLM_02152,winter,standard,Heavy Rain,79.0,2000.0,1,2,0.586,25727,0.485,748.78,0.3744,0,0
CLM_01633,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6007,1381,0.8463,490.91,0.2455,1,0
CLM_04586,winter,premium,Platform Outage,99.0,3500.0,0,6,0.1844,70,0.2714,3321.33,0.949,1,1
CLM_03925,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.8393,996,0.7628,549.81,0.5498,0,0
CLM_04158,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.9121,3477,0.8018,243.16,0.4863,0,0
CLM_00223,summer,standard,Heatwave,79.0,2000.0,1,1,0.6767,1080,0.7319,765.04,0.3825,0,0
CLM_02193,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.8191,2836,0.5501,2200.97,0.6288,0,0
CLM_03136,summer,nano,Platform Outage,25.0,500.0,1,0,0.514,915,0.8089,249.7,0.4994,0,0
CLM_01824,festival,standard,Heavy Rain,79.0,2000.0,1,2,0.926,10036,0.9372,1235.84,0.6179,0,0
CLM_04600,winter,standard,Platform Outage,79.0,2000.0,0,5,0.2529,25,0.1426,1534.12,0.7671,2,1
CLM_00797,festival,basic,Platform Outage,49.0,1000.0,1,0,0.5212,8665,0.6174,601.7,0.6017,0,0
CLM_02871,winter,basic,Platform Outage,49.0,1000.0,1,0,0.5826,4565,0.9548,326.48,0.3265,0,0
CLM_00009,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.5137,6200,0.859,154.39,0.3088,1,0
CLM_01944,winter,nano,Heavy Rain,25.0,500.0,1,1,0.6445,1125,0.7224,231.55,0.4631,0,0
CLM_01838,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.5554,8057,0.6216,1428.68,0.4082,0,0
CLM_00255,festival,basic,Platform Outage,49.0,1000.0,1,2,0.8318,630,0.9676,471.19,0.4712,0,0
CLM_04508,winter,premium,Heatwave,99.0,3500.0,0,2,0.117,304,0.0794,3475.97,0.9931,2,1
CLM_01581,festival,premium,Heavy Rain,99.0,3500.0,1,0,0.567,4900,0.5023,1941.29,0.5547,0,0
CLM_02956,summer,basic,Heatwave,49.0,1000.0,1,1,0.5055,16023,0.85,370.34,0.3703,0,0
CLM_00924,festival,premium,Platform Outage,99.0,3500.0,1,0,0.5917,2591,0.9297,896.45,0.2561,1,0
CLM_04429,festival,standard,Platform Outage,79.0,2000.0,1,1,0.6685,11767,0.7714,371.12,0.1856,0,0
CLM_02508,winter,standard,Platform Outage,79.0,2000.0,1,0,0.5392,1414,0.8897,1240.94,0.6205,1,0
CLM_03775,festival,nano,Platform Outage,25.0,500.0,1,0,0.5947,30392,0.8137,302.39,0.6048,0,0
CLM_04136,festival,standard,Poor AQI,79.0,2000.0,1,0,0.7321,14565,0.4149,551.14,0.2756,1,0
CLM_02779,monsoon,nano,Heavy Rain,25.0,500.0,0,0,0.5689,2883,0.2238,140.45,0.2809,1,0
CLM_00539,winter,premium,Poor AQI,99.0,3500.0,1,0,0.7992,19694,0.6398,1738.81,0.4968,0,0
CLM_02745,winter,basic,Heatwave,49.0,1000.0,1,0,0.8286,4684,0.5727,538.36,0.5384,1,0
CLM_04498,festival,nano,Heavy Rain,25.0,500.0,1,0,0.9018,2839,0.5599,106.91,0.2138,0,0
CLM_04571,summer,premium,Heatwave,99.0,3500.0,0,6,0.0727,30,0.2563,3073.26,0.8781,1,1
CLM_01145,winter,nano,Platform Outage,25.0,500.0,1,0,0.8742,4235,0.536,136.08,0.2722,0,0
CLM_00667,summer,standard,Platform Outage,79.0,2000.0,1,0,0.7555,7859,0.6348,377.27,0.1886,0,0
CLM_03019,summer,nano,Heavy Rain,25.0,500.0,1,1,0.5256,5861,0.5748,323.32,0.6466,0,0
CLM_00357,festival,nano,Heavy Rain,25.0,500.0,1,0,0.8311,4834,0.796,211.01,0.422,0,0
CLM_02831,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.635,6896,0.9862,236.73,0.4735,0,0
CLM_02783,summer,nano,Platform Outage,25.0,500.0,1,1,0.5945,9058,0.2892,266.82,0.5336,0,0
CLM_01353,festival,premium,Heavy Rain,99.0,3500.0,1,2,0.5494,3542,0.7513,1410.96,0.4031,0,0
CLM_00470,winter,basic,Heatwave,49.0,1000.0,1,0,0.7696,2642,0.3322,464.24,0.4642,0,0
